cve_ent,entidad,anio,trimestre,periodo,fecha_cierre,indice_shf,var_anual_pct
12,Guerrero,2007,1,2007T1,2007-03-31,56.27,7.18
12,Guerrero,2007,2,2007T2,2007-06-30,58.09,8.24
12,Guerrero,2007,3,2007T3,2007-09-30,59.14,8.89
12,Guerrero,2007,4,2007T4,2007-12-31,59.03,8.73
12,Guerrero,2008,1,2008T1,2008-03-31,60.38,7.3
12,Guerrero,2008,2,2008T2,2008-06-30,61.9,6.56
12,Guerrero,2008,3,2008T3,2008-09-30,63.43,7.25
12,Guerrero,2008,4,2008T4,2008-12-31,63.86,8.18
12,Guerrero,2009,1,2009T1,2009-03-31,64.63,7.04
12,Guerrero,2009,2,2009T2,2009-06-30,65.46,5.75
12,Guerrero,2009,3,2009T3,2009-09-30,65.69,3.56
12,Guerrero,2009,4,2009T4,2009-12-31,65.77,2.99
12,Guerrero,2010,1,2010T1,2010-03-31,66.64,3.11
12,Guerrero,2010,2,2010T2,2010-06-30,67.64,3.33
12,Guerrero,2010,3,2010T3,2010-09-30,68.6,4.43
12,Guerrero,2010,4,2010T4,2010-12-31,69.5,5.67
12,Guerrero,2011,1,2011T1,2011-03-31,70.84,6.3
12,Guerrero,2011,2,2011T2,2011-06-30,71.74,6.06
12,Guerrero,2011,3,2011T3,2011-09-30,72.24,5.31
12,Guerrero,2011,4,2011T4,2011-12-31,72.42,4.2
12,Guerrero,2012,1,2012T1,2012-03-31,72.52,2.37
12,Guerrero,2012,2,2012T2,2012-06-30,72.78,1.45
12,Guerrero,2012,3,2012T3,2012-09-30,73.25,1.4
12,Guerrero,2012,4,2012T4,2012-12-31,73.69,1.75
12,Guerrero,2013,1,2013T1,2013-03-31,74.77,3.1
12,Guerrero,2013,2,2013T2,2013-06-30,76.04,4.48
12,Guerrero,2013,3,2013T3,2013-09-30,77.6,5.94
12,Guerrero,2013,4,2013T4,2013-12-31,78.84,6.99
12,Guerrero,2014,1,2014T1,2014-03-31,80.22,7.29
12,Guerrero,2014,2,2014T2,2014-06-30,81.11,6.67
12,Guerrero,2014,3,2014T3,2014-09-30,81.65,5.22
12,Guerrero,2014,4,2014T4,2014-12-31,82.43,4.55
12,Guerrero,2015,1,2015T1,2015-03-31,83.74,4.39
12,Guerrero,2015,2,2015T2,2015-06-30,86.44,6.57
12,Guerrero,2015,3,2015T3,2015-09-30,88.94,8.93
12,Guerrero,2015,4,2015T4,2015-12-31,90.14,9.35
12,Guerrero,2016,1,2016T1,2016-03-31,91.34,9.08
12,Guerrero,2016,2,2016T2,2016-06-30,93.21,7.83
12,Guerrero,2016,3,2016T3,2016-09-30,94.49,6.24
12,Guerrero,2016,4,2016T4,2016-12-31,95.25,5.67
12,Guerrero,2017,1,2017T1,2017-03-31,97.58,6.83
12,Guerrero,2017,2,2017T2,2017-06-30,99.26,6.49
12,Guerrero,2017,3,2017T3,2017-09-30,100.89,6.77
12,Guerrero,2017,4,2017T4,2017-12-31,102.28,7.38
12,Guerrero,2018,1,2018T1,2018-03-31,104.82,7.42
12,Guerrero,2018,2,2018T2,2018-06-30,106.85,7.65
12,Guerrero,2018,3,2018T3,2018-09-30,108.84,7.88
12,Guerrero,2018,4,2018T4,2018-12-31,110.49,8.03
12,Guerrero,2019,1,2019T1,2019-03-31,112.52,7.35
12,Guerrero,2019,2,2019T2,2019-06-30,114.51,7.17
12,Guerrero,2019,3,2019T3,2019-09-30,116.15,6.72
12,Guerrero,2019,4,2019T4,2019-12-31,117.77,6.59
12,Guerrero,2020,1,2020T1,2020-03-31,119.51,6.21
12,Guerrero,2020,2,2020T2,2020-06-30,120.66,5.37
12,Guerrero,2020,3,2020T3,2020-09-30,121.34,4.47
12,Guerrero,2020,4,2020T4,2020-12-31,123.18,4.59
12,Guerrero,2021,1,2021T1,2021-03-31,127.35,6.56
12,Guerrero,2021,2,2021T2,2021-06-30,131.06,8.62
12,Guerrero,2021,3,2021T3,2021-09-30,133.97,10.41
12,Guerrero,2021,4,2021T4,2021-12-31,136.42,10.75
12,Guerrero,2022,1,2022T1,2022-03-31,139.72,9.71
12,Guerrero,2022,2,2022T2,2022-06-30,144.22,10.04
12,Guerrero,2022,3,2022T3,2022-09-30,150.14,12.07
12,Guerrero,2022,4,2022T4,2022-12-31,155.11,13.7
12,Guerrero,2023,1,2023T1,2023-03-31,160.49,14.87
12,Guerrero,2023,2,2023T2,2023-06-30,164.28,13.91
12,Guerrero,2023,3,2023T3,2023-09-30,167.13,11.32
12,Guerrero,2023,4,2023T4,2023-12-31,169.31,9.15
12,Guerrero,2024,1,2024T1,2024-03-31,172.53,7.5
12,Guerrero,2024,2,2024T2,2024-06-30,174.66,6.32
12,Guerrero,2024,3,2024T3,2024-09-30,176.81,5.79
12,Guerrero,2024,4,2024T4,2024-12-31,178.71,5.55
12,Guerrero,2025,1,2025T1,2025-03-31,182.73,5.91
12,Guerrero,2025,2,2025T2,2025-06-30,187.76,7.5
12,Guerrero,2025,3,2025T3,2025-09-30,191.73,8.44
12,Guerrero,2025,4,2025T4,2025-12-31,194.72,8.96
12,Guerrero,2026,1,2026T1,2026-03-31,197.18,7.91
12,Guerrero,2026,2,2026T2,2026-06-30,198.23,5.58
13,Hidalgo,2005,1,2005T1,2005-03-31,53.59,
13,Hidalgo,2005,2,2005T2,2005-06-30,54.48,
13,Hidalgo,2005,3,2005T3,2005-09-30,55.2,
13,Hidalgo,2005,4,2005T4,2005-12-31,55.17,
13,Hidalgo,2006,1,2006T1,2006-03-31,55.48,3.53
13,Hidalgo,2006,2,2006T2,2006-06-30,56.95,4.53
13,Hidalgo,2006,3,2006T3,2006-09-30,57.99,5.05
13,Hidalgo,2006,4,2006T4,2006-12-31,58.17,5.44
13,Hidalgo,2007,1,2007T1,2007-03-31,58.37,5.21
13,Hidalgo,2007,2,2007T2,2007-06-30,59.99,5.34
13,Hidalgo,2007,3,2007T3,2007-09-30,61.09,5.35
13,Hidalgo,2007,4,2007T4,2007-12-31,61.05,4.95
13,Hidalgo,2008,1,2008T1,2008-03-31,60.63,3.87
13,Hidalgo,2008,2,2008T2,2008-06-30,62.34,3.92
13,Hidalgo,2008,3,2008T3,2008-09-30,63.69,4.26
13,Hidalgo,2008,4,2008T4,2008-12-31,64.3,5.32
13,Hidalgo,2009,1,2009T1,2009-03-31,65.24,7.6
13,Hidalgo,2009,2,2009T2,2009-06-30,66.31,6.37
13,Hidalgo,2009,3,2009T3,2009-09-30,66.94,5.1
13,Hidalgo,2009,4,2009T4,2009-12-31,67.32,4.7
13,Hidalgo,2010,1,2010T1,2010-03-31,67.76,3.86
13,Hidalgo,2010,2,2010T2,2010-06-30,68.51,3.32
13,Hidalgo,2010,3,2010T3,2010-09-30,69.51,3.84
13,Hidalgo,2010,4,2010T4,2010-12-31,70.44,4.63
13,Hidalgo,2011,1,2011T1,2011-03-31,72.52,7.02
13,Hidalgo,2011,2,2011T2,2011-06-30,74.32,8.48
13,Hidalgo,2011,3,2011T3,2011-09-30,75.58,8.73
13,Hidalgo,2011,4,2011T4,2011-12-31,76.59,8.73
13,Hidalgo,2012,1,2012T1,2012-03-31,76.87,6.0
13,Hidalgo,2012,2,2012T2,2012-06-30,77.24,3.93
13,Hidalgo,2012,3,2012T3,2012-09-30,77.79,2.92
13,Hidalgo,2012,4,2012T4,2012-12-31,78.19,2.09
13,Hidalgo,2013,1,2013T1,2013-03-31,79.41,3.3
13,Hidalgo,2013,2,2013T2,2013-06-30,81.03,4.91
13,Hidalgo,2013,3,2013T3,2013-09-30,82.19,5.66
13,Hidalgo,2013,4,2013T4,2013-12-31,82.86,5.97
13,Hidalgo,2014,1,2014T1,2014-03-31,83.63,5.31
13,Hidalgo,2014,2,2014T2,2014-06-30,83.05,2.49
13,Hidalgo,2014,3,2014T3,2014-09-30,82.84,0.79
13,Hidalgo,2014,4,2014T4,2014-12-31,83.09,0.28
13,Hidalgo,2015,1,2015T1,2015-03-31,84.15,0.62
13,Hidalgo,2015,2,2015T2,2015-06-30,87.34,5.17
13,Hidalgo,2015,3,2015T3,2015-09-30,90.1,8.76
13,Hidalgo,2015,4,2015T4,2015-12-31,90.73,9.19
13,Hidalgo,2016,1,2016T1,2016-03-31,91.8,9.09
13,Hidalgo,2016,2,2016T2,2016-06-30,93.78,7.37
13,Hidalgo,2016,3,2016T3,2016-09-30,95.15,5.6
13,Hidalgo,2016,4,2016T4,2016-12-31,96.17,6.0
13,Hidalgo,2017,1,2017T1,2017-03-31,98.22,6.99
13,Hidalgo,2017,2,2017T2,2017-06-30,99.37,5.96
13,Hidalgo,2017,3,2017T3,2017-09-30,100.59,5.72
13,Hidalgo,2017,4,2017T4,2017-12-31,101.82,5.88
13,Hidalgo,2018,1,2018T1,2018-03-31,104.08,5.97
13,Hidalgo,2018,2,2018T2,2018-06-30,106.0,6.67
13,Hidalgo,2018,3,2018T3,2018-09-30,108.05,7.42
13,Hidalgo,2018,4,2018T4,2018-12-31,109.98,8.01
13,Hidalgo,2019,1,2019T1,2019-03-31,112.13,7.73
13,Hidalgo,2019,2,2019T2,2019-06-30,114.22,7.75
13,Hidalgo,2019,3,2019T3,2019-09-30,115.86,7.23
13,Hidalgo,2019,4,2019T4,2019-12-31,117.17,6.54
13,Hidalgo,2020,1,2020T1,2020-03-31,118.72,5.88
13,Hidalgo,2020,2,2020T2,2020-06-30,119.91,4.98
13,Hidalgo,2020,3,2020T3,2020-09-30,120.89,4.34
13,Hidalgo,2020,4,2020T4,2020-12-31,122.05,4.16
13,Hidalgo,2021,1,2021T1,2021-03-31,125.31,5.55
13,Hidalgo,2021,2,2021T2,2021-06-30,127.87,6.64
13,Hidalgo,2021,3,2021T3,2021-09-30,129.12,6.81
13,Hidalgo,2021,4,2021T4,2021-12-31,130.11,6.6
13,Hidalgo,2022,1,2022T1,2022-03-31,132.29,5.57
13,Hidalgo,2022,2,2022T2,2022-06-30,135.44,5.92
13,Hidalgo,2022,3,2022T3,2022-09-30,139.31,7.89
13,Hidalgo,2022,4,2022T4,2022-12-31,142.46,9.49
13,Hidalgo,2023,1,2023T1,2023-03-31,146.08,10.42
13,Hidalgo,2023,2,2023T2,2023-06-30,148.49,9.64
13,Hidalgo,2023,3,2023T3,2023-09-30,150.64,8.13
13,Hidalgo,2023,4,2023T4,2023-12-31,153.55,7.78
13,Hidalgo,2024,1,2024T1,2024-03-31,158.11,8.24
13,Hidalgo,2024,2,2024T2,2024-06-30,161.36,8.67
13,Hidalgo,2024,3,2024T3,2024-09-30,164.39,9.13
13,Hidalgo,2024,4,2024T4,2024-12-31,166.59,8.49
13,Hidalgo,2025,1,2025T1,2025-03-31,170.48,7.82
13,Hidalgo,2025,2,2025T2,2025-06-30,175.12,8.53
13,Hidalgo,2025,3,2025T3,2025-09-30,179.35,9.1
13,Hidalgo,2025,4,2025T4,2025-12-31,182.63,9.63
13,Hidalgo,2026,1,2026T1,2026-03-31,186.58,9.44
13,Hidalgo,2026,2,2026T2,2026-06-30,189.65,8.3
14,Jalisco,2005,1,2005T1,2005-03-31,55.13,
14,Jalisco,2005,2,2005T2,2005-06-30,56.53,
14,Jalisco,2005,3,2005T3,2005-09-30,57.37,
14,Jalisco,2005,4,2005T4,2005-12-31,57.21,
14,Jalisco,2006,1,2006T1,2006-03-31,58.5,6.11
14,Jalisco,2006,2,2006T2,2006-06-30,60.33,6.72
14,Jalisco,2006,3,2006T3,2006-09-30,61.51,7.22
14,Jalisco,2006,4,2006T4,2006-12-31,61.72,7.88
14,Jalisco,2007,1,2007T1,2007-03-31,63.01,7.71
14,Jalisco,2007,2,2007T2,2007-06-30,64.29,6.56
14,Jalisco,2007,3,2007T3,2007-09-30,65.21,6.02
14,Jalisco,2007,4,2007T4,2007-12-31,65.1,5.48
14,Jalisco,2008,1,2008T1,2008-03-31,66.6,5.7
14,Jalisco,2008,2,2008T2,2008-06-30,69.05,7.4
14,Jalisco,2008,3,2008T3,2008-09-30,71.2,9.19
14,Jalisco,2008,4,2008T4,2008-12-31,72.37,11.17
14,Jalisco,2009,1,2009T1,2009-03-31,73.13,9.8
14,Jalisco,2009,2,2009T2,2009-06-30,73.91,7.04
14,Jalisco,2009,3,2009T3,2009-09-30,73.71,3.53
14,Jalisco,2009,4,2009T4,2009-12-31,73.28,1.26
14,Jalisco,2010,1,2010T1,2010-03-31,73.64,0.7
14,Jalisco,2010,2,2010T2,2010-06-30,73.72,-0.26
14,Jalisco,2010,3,2010T3,2010-09-30,74.25,0.73
14,Jalisco,2010,4,2010T4,2010-12-31,74.59,1.79
14,Jalisco,2011,1,2011T1,2011-03-31,75.28,2.23
14,Jalisco,2011,2,2011T2,2011-06-30,76.04,3.15
14,Jalisco,2011,3,2011T3,2011-09-30,76.34,2.81
14,Jalisco,2011,4,2011T4,2011-12-31,76.38,2.4
14,Jalisco,2012,1,2012T1,2012-03-31,76.24,1.28
14,Jalisco,2012,2,2012T2,2012-06-30,76.38,0.45
14,Jalisco,2012,3,2012T3,2012-09-30,76.9,0.73
14,Jalisco,2012,4,2012T4,2012-12-31,77.45,1.4
14,Jalisco,2013,1,2013T1,2013-03-31,78.58,3.07
14,Jalisco,2013,2,2013T2,2013-06-30,80.17,4.96
14,Jalisco,2013,3,2013T3,2013-09-30,81.12,5.49
14,Jalisco,2013,4,2013T4,2013-12-31,81.58,5.33
14,Jalisco,2014,1,2014T1,2014-03-31,82.64,5.17
14,Jalisco,2014,2,2014T2,2014-06-30,82.2,2.53
14,Jalisco,2014,3,2014T3,2014-09-30,82.14,1.26
14,Jalisco,2014,4,2014T4,2014-12-31,82.84,1.54
14,Jalisco,2015,1,2015T1,2015-03-31,84.02,1.67
14,Jalisco,2015,2,2015T2,2015-06-30,86.41,5.12
14,Jalisco,2015,3,2015T3,2015-09-30,88.85,8.17
14,Jalisco,2015,4,2015T4,2015-12-31,89.9,8.52
14,Jalisco,2016,1,2016T1,2016-03-31,90.48,7.69
14,Jalisco,2016,2,2016T2,2016-06-30,92.0,6.47
14,Jalisco,2016,3,2016T3,2016-09-30,93.04,4.72
14,Jalisco,2016,4,2016T4,2016-12-31,93.59,4.1
14,Jalisco,2017,1,2017T1,2017-03-31,96.36,6.5
14,Jalisco,2017,2,2017T2,2017-06-30,98.69,7.27
14,Jalisco,2017,3,2017T3,2017-09-30,101.29,8.87
14,Jalisco,2017,4,2017T4,2017-12-31,103.66,10.76
14,Jalisco,2018,1,2018T1,2018-03-31,106.96,11.0
14,Jalisco,2018,2,2018T2,2018-06-30,109.82,11.28
14,Jalisco,2018,3,2018T3,2018-09-30,112.6,11.17
14,Jalisco,2018,4,2018T4,2018-12-31,115.56,11.48
14,Jalisco,2019,1,2019T1,2019-03-31,118.95,11.21
14,Jalisco,2019,2,2019T2,2019-06-30,122.28,11.35
14,Jalisco,2019,3,2019T3,2019-09-30,124.97,10.99
14,Jalisco,2019,4,2019T4,2019-12-31,127.33,10.19
14,Jalisco,2020,1,2020T1,2020-03-31,129.85,9.16
14,Jalisco,2020,2,2020T2,2020-06-30,132.08,8.01
14,Jalisco,2020,3,2020T3,2020-09-30,133.98,7.21
14,Jalisco,2020,4,2020T4,2020-12-31,136.75,7.4
14,Jalisco,2021,1,2021T1,2021-03-31,140.91,8.52
14,Jalisco,2021,2,2021T2,2021-06-30,144.37,9.3
14,Jalisco,2021,3,2021T3,2021-09-30,147.27,9.92
14,Jalisco,2021,4,2021T4,2021-12-31,148.78,8.8
14,Jalisco,2022,1,2022T1,2022-03-31,151.9,7.8
14,Jalisco,2022,2,2022T2,2022-06-30,156.4,8.33
14,Jalisco,2022,3,2022T3,2022-09-30,161.47,9.64
14,Jalisco,2022,4,2022T4,2022-12-31,165.63,11.33
14,Jalisco,2023,1,2023T1,2023-03-31,171.09,12.63
14,Jalisco,2023,2,2023T2,2023-06-30,175.34,12.11
14,Jalisco,2023,3,2023T3,2023-09-30,178.68,10.66
14,Jalisco,2023,4,2023T4,2023-12-31,182.36,10.1
14,Jalisco,2024,1,2024T1,2024-03-31,187.03,9.32
14,Jalisco,2024,2,2024T2,2024-06-30,191.23,9.06
14,Jalisco,2024,3,2024T3,2024-09-30,196.18,9.79
14,Jalisco,2024,4,2024T4,2024-12-31,199.99,9.67
14,Jalisco,2025,1,2025T1,2025-03-31,205.96,10.12
14,Jalisco,2025,2,2025T2,2025-06-30,213.43,11.61
14,Jalisco,2025,3,2025T3,2025-09-30,220.2,12.24
14,Jalisco,2025,4,2025T4,2025-12-31,225.78,12.9
14,Jalisco,2026,1,2026T1,2026-03-31,231.47,12.39
14,Jalisco,2026,2,2026T2,2026-06-30,235.05,10.13
15,México,2005,1,2005T1,2005-03-31,47.14,
15,México,2005,2,2005T2,2005-06-30,49.99,
15,México,2005,3,2005T3,2005-09-30,51.21,
15,México,2005,4,2005T4,2005-12-31,51.11,
15,México,2006,1,2006T1,2006-03-31,51.75,9.78
15,México,2006,2,2006T2,2006-06-30,53.03,6.08
15,México,2006,3,2006T3,2006-09-30,53.53,4.53
15,México,2006,4,2006T4,2006-12-31,53.68,5.03
15,México,2007,1,2007T1,2007-03-31,54.62,5.55
15,México,2007,2,2007T2,2007-06-30,56.3,6.17
15,México,2007,3,2007T3,2007-09-30,57.7,7.79
15,México,2007,4,2007T4,2007-12-31,57.79,7.66
15,México,2008,1,2008T1,2008-03-31,58.17,6.5
15,México,2008,2,2008T2,2008-06-30,60.12,6.79
15,México,2008,3,2008T3,2008-09-30,61.86,7.21
15,México,2008,4,2008T4,2008-12-31,63.0,9.02
15,México,2009,1,2009T1,2009-03-31,63.76,9.61
15,México,2009,2,2009T2,2009-06-30,64.35,7.04
15,México,2009,3,2009T3,2009-09-30,64.34,4.01
15,México,2009,4,2009T4,2009-12-31,64.23,1.95
15,México,2010,1,2010T1,2010-03-31,65.91,3.37
15,México,2010,2,2010T2,2010-06-30,67.44,4.8
15,México,2010,3,2010T3,2010-09-30,68.54,6.53
15,México,2010,4,2010T4,2010-12-31,69.4,8.05
15,México,2011,1,2011T1,2011-03-31,70.65,7.19
15,México,2011,2,2011T2,2011-06-30,71.81,6.48
15,México,2011,3,2011T3,2011-09-30,72.79,6.2
15,México,2011,4,2011T4,2011-12-31,73.45,5.84
15,México,2012,1,2012T1,2012-03-31,73.9,4.6
15,México,2012,2,2012T2,2012-06-30,74.28,3.44
15,México,2012,3,2012T3,2012-09-30,74.73,2.67
15,México,2012,4,2012T4,2012-12-31,75.11,2.26
15,México,2013,1,2013T1,2013-03-31,76.09,2.96
15,México,2013,2,2013T2,2013-06-30,77.29,4.05
15,México,2013,3,2013T3,2013-09-30,78.78,5.42
15,México,2013,4,2013T4,2013-12-31,79.87,6.34
15,México,2014,1,2014T1,2014-03-31,81.13,6.62
15,México,2014,2,2014T2,2014-06-30,81.64,5.63
15,México,2014,3,2014T3,2014-09-30,82.02,4.11
15,México,2014,4,2014T4,2014-12-31,82.74,3.59
15,México,2015,1,2015T1,2015-03-31,84.0,3.54
15,México,2015,2,2015T2,2015-06-30,86.76,6.27
15,México,2015,3,2015T3,2015-09-30,89.32,8.9
15,México,2015,4,2015T4,2015-12-31,90.35,9.2
15,México,2016,1,2016T1,2016-03-31,91.41,8.82
15,México,2016,2,2016T2,2016-06-30,93.13,7.34
15,México,2016,3,2016T3,2016-09-30,94.33,5.61
15,México,2016,4,2016T4,2016-12-31,95.18,5.35
15,México,2017,1,2017T1,2017-03-31,97.53,6.7
15,México,2017,2,2017T2,2017-06-30,99.14,6.45
15,México,2017,3,2017T3,2017-09-30,100.87,6.93
15,México,2017,4,2017T4,2017-12-31,102.46,7.65
15,México,2018,1,2018T1,2018-03-31,105.06,7.72
15,México,2018,2,2018T2,2018-06-30,107.32,8.25
15,México,2018,3,2018T3,2018-09-30,109.48,8.54
15,México,2018,4,2018T4,2018-12-31,110.99,8.33
15,México,2019,1,2019T1,2019-03-31,113.05,7.61
15,México,2019,2,2019T2,2019-06-30,115.1,7.25
15,México,2019,3,2019T3,2019-09-30,116.63,6.53
15,México,2019,4,2019T4,2019-12-31,118.31,6.6
15,México,2020,1,2020T1,2020-03-31,120.18,6.31
15,México,2020,2,2020T2,2020-06-30,121.3,5.39
15,México,2020,3,2020T3,2020-09-30,121.95,4.56
15,México,2020,4,2020T4,2020-12-31,123.26,4.18
15,México,2021,1,2021T1,2021-03-31,126.63,5.37
15,México,2021,2,2021T2,2021-06-30,129.47,6.74
15,México,2021,3,2021T3,2021-09-30,131.1,7.5
15,México,2021,4,2021T4,2021-12-31,132.4,7.42
15,México,2022,1,2022T1,2022-03-31,134.38,6.12
15,México,2022,2,2022T2,2022-06-30,136.81,5.67
15,México,2022,3,2022T3,2022-09-30,139.72,6.58
15,México,2022,4,2022T4,2022-12-31,140.41,6.05
15,México,2023,1,2023T1,2023-03-31,143.06,6.46
15,México,2023,2,2023T2,2023-06-30,145.44,6.31
15,México,2023,3,2023T3,2023-09-30,147.59,5.63
15,México,2023,4,2023T4,2023-12-31,149.74,6.64
15,México,2024,1,2024T1,2024-03-31,153.87,7.56
15,México,2024,2,2024T2,2024-06-30,156.88,7.87
15,México,2024,3,2024T3,2024-09-30,159.14,7.83
15,México,2024,4,2024T4,2024-12-31,160.51,7.19
15,México,2025,1,2025T1,2025-03-31,162.41,5.55
15,México,2025,2,2025T2,2025-06-30,165.0,5.18
15,México,2025,3,2025T3,2025-09-30,167.08,4.99
15,México,2025,4,2025T4,2025-12-31,168.65,5.07
15,México,2026,1,2026T1,2026-03-31,171.47,5.58
15,México,2026,2,2026T2,2026-06-30,174.07,5.5
16,Michoacán,2005,1,2005T1,2005-03-31,53.3,
16,Michoacán,2005,2,2005T2,2005-06-30,55.35,
16,Michoacán,2005,3,2005T3,2005-09-30,56.11,
16,Michoacán,2005,4,2005T4,2005-12-31,56.31,
16,Michoacán,2006,1,2006T1,2006-03-31,56.9,6.75
16,Michoacán,2006,2,2006T2,2006-06-30,58.44,5.58
16,Michoacán,2006,3,2006T3,2006-09-30,59.48,6.01
16,Michoacán,2006,4,2006T4,2006-12-31,59.97,6.5
16,Michoacán,2007,1,2007T1,2007-03-31,61.13,7.43
16,Michoacán,2007,2,2007T2,2007-06-30,62.91,7.65
16,Michoacán,2007,3,2007T3,2007-09-30,64.23,7.99
16,Michoacán,2007,4,2007T4,2007-12-31,64.2,7.05
16,Michoacán,2008,1,2008T1,2008-03-31,64.11,4.87
16,Michoacán,2008,2,2008T2,2008-06-30,66.3,5.39
16,Michoacán,2008,3,2008T3,2008-09-30,68.29,6.32
16,Michoacán,2008,4,2008T4,2008-12-31,69.21,7.8
16,Michoacán,2009,1,2009T1,2009-03-31,70.09,9.33
16,Michoacán,2009,2,2009T2,2009-06-30,70.49,6.32
16,Michoacán,2009,3,2009T3,2009-09-30,70.24,2.86
16,Michoacán,2009,4,2009T4,2009-12-31,69.68,0.68
16,Michoacán,2010,1,2010T1,2010-03-31,69.74,-0.5
16,Michoacán,2010,2,2010T2,2010-06-30,70.16,-0.47
16,Michoacán,2010,3,2010T3,2010-09-30,70.74,0.71
16,Michoacán,2010,4,2010T4,2010-12-31,71.2,2.18
16,Michoacán,2011,1,2011T1,2011-03-31,72.21,3.54
16,Michoacán,2011,2,2011T2,2011-06-30,73.23,4.38
16,Michoacán,2011,3,2011T3,2011-09-30,73.91,4.48
16,Michoacán,2011,4,2011T4,2011-12-31,74.62,4.8
16,Michoacán,2012,1,2012T1,2012-03-31,75.02,3.89
16,Michoacán,2012,2,2012T2,2012-06-30,75.3,2.83
16,Michoacán,2012,3,2012T3,2012-09-30,76.05,2.9
16,Michoacán,2012,4,2012T4,2012-12-31,76.44,2.44
16,Michoacán,2013,1,2013T1,2013-03-31,77.67,3.53
16,Michoacán,2013,2,2013T2,2013-06-30,79.08,5.02
16,Michoacán,2013,3,2013T3,2013-09-30,79.93,5.1
16,Michoacán,2013,4,2013T4,2013-12-31,80.55,5.38
16,Michoacán,2014,1,2014T1,2014-03-31,81.22,4.57
16,Michoacán,2014,2,2014T2,2014-06-30,81.26,2.76
16,Michoacán,2014,3,2014T3,2014-09-30,81.78,2.31
16,Michoacán,2014,4,2014T4,2014-12-31,82.78,2.77
16,Michoacán,2015,1,2015T1,2015-03-31,84.39,3.9
16,Michoacán,2015,2,2015T2,2015-06-30,87.26,7.38
16,Michoacán,2015,3,2015T3,2015-09-30,89.76,9.76
16,Michoacán,2015,4,2015T4,2015-12-31,90.55,9.39
16,Michoacán,2016,1,2016T1,2016-03-31,91.46,8.38
16,Michoacán,2016,2,2016T2,2016-06-30,93.16,6.76
16,Michoacán,2016,3,2016T3,2016-09-30,94.38,5.15
16,Michoacán,2016,4,2016T4,2016-12-31,95.21,5.15
16,Michoacán,2017,1,2017T1,2017-03-31,97.41,6.51
16,Michoacán,2017,2,2017T2,2017-06-30,99.04,6.31
16,Michoacán,2017,3,2017T3,2017-09-30,100.83,6.83
16,Michoacán,2017,4,2017T4,2017-12-31,102.72,7.89
16,Michoacán,2018,1,2018T1,2018-03-31,105.28,8.08
16,Michoacán,2018,2,2018T2,2018-06-30,107.72,8.76
16,Michoacán,2018,3,2018T3,2018-09-30,109.89,8.99
16,Michoacán,2018,4,2018T4,2018-12-31,111.85,8.89
16,Michoacán,2019,1,2019T1,2019-03-31,114.45,8.71
16,Michoacán,2019,2,2019T2,2019-06-30,116.7,8.34
16,Michoacán,2019,3,2019T3,2019-09-30,118.69,8.01
16,Michoacán,2019,4,2019T4,2019-12-31,120.67,7.89
16,Michoacán,2020,1,2020T1,2020-03-31,122.37,6.92
16,Michoacán,2020,2,2020T2,2020-06-30,123.97,6.23
16,Michoacán,2020,3,2020T3,2020-09-30,125.42,5.67
16,Michoacán,2020,4,2020T4,2020-12-31,126.79,5.07
16,Michoacán,2021,1,2021T1,2021-03-31,131.36,7.35
16,Michoacán,2021,2,2021T2,2021-06-30,135.62,9.4
16,Michoacán,2021,3,2021T3,2021-09-30,138.76,10.64
16,Michoacán,2021,4,2021T4,2021-12-31,141.7,11.76
16,Michoacán,2022,1,2022T1,2022-03-31,145.79,10.99
16,Michoacán,2022,2,2022T2,2022-06-30,150.47,10.95
16,Michoacán,2022,3,2022T3,2022-09-30,155.85,12.32
16,Michoacán,2022,4,2022T4,2022-12-31,160.29,13.12
16,Michoacán,2023,1,2023T1,2023-03-31,164.04,12.52
16,Michoacán,2023,2,2023T2,2023-06-30,166.28,10.51
16,Michoacán,2023,3,2023T3,2023-09-30,168.03,7.82
16,Michoacán,2023,4,2023T4,2023-12-31,169.71,5.88
16,Michoacán,2024,1,2024T1,2024-03-31,173.75,5.92
16,Michoacán,2024,2,2024T2,2024-06-30,177.66,6.84
16,Michoacán,2024,3,2024T3,2024-09-30,181.43,7.97
16,Michoacán,2024,4,2024T4,2024-12-31,184.34,8.62
16,Michoacán,2025,1,2025T1,2025-03-31,190.15,9.44
16,Michoacán,2025,2,2025T2,2025-06-30,197.12,10.95
16,Michoacán,2025,3,2025T3,2025-09-30,203.0,11.89
16,Michoacán,2025,4,2025T4,2025-12-31,207.7,12.67
16,Michoacán,2026,1,2026T1,2026-03-31,210.51,10.71
16,Michoacán,2026,2,2026T2,2026-06-30,211.29,7.19
17,Morelos,2005,1,2005T1,2005-03-31,46.94,
17,Morelos,2005,2,2005T2,2005-06-30,49.57,
17,Morelos,2005,3,2005T3,2005-09-30,50.8,
17,Morelos,2005,4,2005T4,2005-12-31,50.83,
17,Morelos,2006,1,2006T1,2006-03-31,51.95,10.67
17,Morelos,2006,2,2006T2,2006-06-30,53.16,7.24
17,Morelos,2006,3,2006T3,2006-09-30,53.64,5.59
17,Morelos,2006,4,2006T4,2006-12-31,53.66,5.57
17,Morelos,2007,1,2007T1,2007-03-31,55.28,6.41
17,Morelos,2007,2,2007T2,2007-06-30,57.17,7.54
